name,price,usual_price,discount,description,url,image,categories,store
Sandeman Sherry Fino,6.65,6.65,null,"Smaak: fris, bloemig, elegant Lekker bij: olijven, noten, het aperitief Soort: sherry","https://www.ah.nl/producten/product/wi2696/sandeman-sherry-fino
",https://static.ah.nl/dam/product/AHI_43545239353732393634?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Wijn en bubbels/Droge sherry/Spaanse sherry (droog),Albert Heijn
Domecq Sherry medium dry,5.99,5.99,null,"Druivenras: palomino Land, streek: Spanje, Jerez Lekker bij: kaas, dessert VeganPrijswinnaar","https://www.ah.nl/producten/product/wi2701/domecq-sherry-medium-dry
",https://static.ah.nl/dam/product/AHI_43545239373833393839?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Wijn en bubbels/Port, sherry/Sherry/Half zoete sherry/Spaanse sherry (half zoet)",Albert Heijn
Hertog Jan Natuurzuiver bier krat,14.17,18.89,25%,"Hertog Jan pilsener is het visitekaartje van Hertog jan. Gebrouwen van zacht water uit de ardennen en van zorgvuldig geselecteerde hop en mout. Uit liefde voor bier. Categorie: pilsener Soort, smaak: vol, met een aangenaam bittere afdronk Brouwerij, plaats: Hertog Jan brouwerij, arcen, Nederland Alcoholpercentage: 5.1%","https://www.ah.nl/producten/product/wi2708/hertog-jan-natuurzuiver-bier-krat
",https://static.ah.nl/dam/product/AHI_43545239373536343339?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Bier en aperitieven/Bier/Pils/Pils - krat,Albert Heijn
Amstel Pilsener bier krat,17.32,17.32,null,"Pilsener Bier Smaak: Volle, toegankelijke smaak Categorie: Pils Alcoholpercentage: 5,0%","https://www.ah.nl/producten/product/wi2722/amstel-pilsener-bier-krat
",https://static.ah.nl/dam/product/AHI_43545239383731303137?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Bier en aperitieven/Bier/Pils/Pils - krat,Albert Heijn
Grolsch Pilsener krat,17.99,17.99,null,"Premium pilsener bier Smaak: hoppig, bitter en vol Bronze medaille bij world beer awards 2022 Alcoholpercentage: 5,0%","https://www.ah.nl/producten/product/wi2724/grolsch-pilsener-krat
",https://static.ah.nl/dam/product/AHI_43545239383734363038?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,Home/Producten/Bier en aperitieven/Bier/Pils/Pils - krat,Albert Heijn
Dubbeldrank Sinaasappel & perzik,1.89,1.89,null,Kort verhit voor houdbaarheid en constante kwaliteit Conserveermiddelen zijn overbodig Rijk aan vitamine c en d Vegan,"https://www.ah.nl/producten/product/wi2739/dubbeldrank-sinaasappel-en-perzik
",https://static.ah.nl/dam/product/AHI_43545239383238313739?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Vruchtensappen & drank/Dubbeldrank/Dubbeldrank (pakken)",Albert Heijn
Appelsientje Goudappeltje,2.29,2.29,null,"100% puur appelsap, van nature rijk aan vitamine c Geen suiker toegevoegd, bevat alleen van nature aanwezige fruitsuikers Alleen eventjes verhit voor houdbaarheid, dus geen conserveermiddelen Vegan","https://www.ah.nl/producten/product/wi2742/appelsientje-goudappeltje
",https://static.ah.nl/dam/product/AHI_43545239383238373538?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Vruchtensappen & drank/Appelsap & drank/Appelsap & drank (ongekoeld)",Albert Heijn
Appelsientje Zontomaatje,1.79,1.79,null,"Bevat alleen van nature aanwezige suikers Alleen eventjes verhit voor houdbaarheid, dus geen conserveermiddelen Met 100% puur sap, en dat proef je! Rijk aan vitamine C Vegan","https://www.ah.nl/producten/product/wi2743/appelsientje-zontomaatje
",https://static.ah.nl/dam/product/AHI_43545239383237383435?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Groentesappen & drank/Tomatensap & drank",Albert Heijn
Appelsientje Sinaasappel,2.09,2.09,null,""" 100% duurzaam geteelde sinaasappels"" Geen suiker toegevoegd, bevat alleen van nature aanwezige fruitsuikers Alleen eventjes verhit voor houdbaarheid, dus geen conserveermiddelen 100% puur sap, van nature rijk aan vitamine c en een bron van foliumzuur en kalium Vegan","https://www.ah.nl/producten/product/wi2751/appelsientje-sinaasappel
",https://static.ah.nl/dam/product/AHI_43545239383238373539?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Vruchtensappen & drank/Sinaasappelsap & drank (jus d'orange)/Sinaasappelsap & drank (ongekoeld)",Albert Heijn
7up Free lemon lime,2.19,2.19,2,"Geniet van de verfrissende lemon & lime smaak van 7UP, maar dan zonder suiker. Verfrissende lemon & lime smaak Geen suiker Minder dan 1 kcal per 100ml Met natuurlijke extracten van citroen en limoen Vegan","https://www.ah.nl/producten/product/wi2798/7up-free-lemon-lime
",https://static.ah.nl/dam/product/AHI_43545239383531393539?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Frisdrank/Lemon, lime dranken/Lemon, lime dranken (fles)",Albert Heijn
Coca-Cola Light,2.49,2.49,null,"Frisdrank met plantenextracten, met zoetstoffen Natuurlijke aroma's, zonder toegevoegde conserveermiddelen Zonder suiker en calorieen Bevat een bron van fenylalanine Vegan","https://www.ah.nl/producten/product/wi2799/coca-cola-light
",https://static.ah.nl/dam/product/AHI_43545239393030363132?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Frisdrank/Cola/Cola flessen/Cola light & suikervrije flessen",Albert Heijn
Coca-Cola Regular,2.49,2.49,null,frisdrank met plantenextracten natuurlijke aroma's geen toevoegde conserveermiddelen Vegan,"https://www.ah.nl/producten/product/wi2800/coca-cola-regular
",https://static.ah.nl/dam/product/AHI_43545239393030363038?revLabel=3&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Frisdrank/Cola/Cola flessen/Cola regular flessen",Albert Heijn
Fanta Orange,2.29,2.29,null,frisdrank met sinaasappelsmaak met natuurlijke aroma's geen toevoegde kleurstoffen Vegan,"https://www.ah.nl/producten/product/wi2803/fanta-orange
",https://static.ah.nl/dam/product/AHI_43545239393030363035?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Frisdrank, sappen, koffie, thee/Frisdrank/Sinas/Sinas (fles)",Albert Heijn
Mascotte Vloei original,0.39,0.39,null,"Rolt soepel Plakt beter door de natuurlijke Arabische gom Door de fijne kleine gaatjes brandt Mascotte mooi gelijkmatig Houtvrij, er worden geen bomen gekapt voor de productie","https://www.ah.nl/producten/product/wi2815/mascotte-vloei-original
",https://static.ah.nl/dam/product/AHI_43545239373237333832?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Koken, tafelen, vrije tijd/Tabak/Vloei",Albert Heijn
Marlboro Prime,8.20,8.20,null,,"https://www.ah.nl/producten/product/wi2825/marlboro-prime
",https://static.ah.nl/__assets/zoeken/assets/0ecc1476.svg,"Home/Producten/Koken, tafelen, vrije tijd/Tabak/Sigaretten",Albert Heijn
AH Aanmaakblokjes wit,1.19,1.19,null,Geschikt voor barbecue & open haard 32 stuks,"https://www.ah.nl/producten/product/wi2847/ah-aanmaakblokjes-wit
",https://static.ah.nl/dam/product/AHI_43545239363937303039?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Koken, tafelen, vrije tijd/Koken/Barbecue benodigdheden/Aanmaakblokjes",Albert Heijn
AH Haardblok,1.99,1.99,null,Brandt schoner dan hout Er komen nagenoeg geen vonken vrij Eenvoudig aan te steken.,"https://www.ah.nl/producten/product/wi2856/ah-haardblok
",https://static.ah.nl/dam/product/AHI_43545239383334383534?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Koken, tafelen, vrije tijd/Wonen, slapen/Haardhout",Albert Heijn
Komo Huisvuilzakken 60 l,1.89,1.89,null,sterke kwaliteit huisvuilzakken met sluitstrips Komo -keurmerk = gecontroleerde kwaliteit,"https://www.ah.nl/producten/product/wi2870/komo-huisvuilzakken-60-l
",https://static.ah.nl/dam/product/AHI_43545239393335363033?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,"Home/Producten/Huishouden/Huishoudfolies, huishoudzakken/Vuilniszakken/Vuilnisemmerzakken",Albert Heijn
